0,1,2,3
U.S. Department of Justice,,“What does the Department of Justice and FBI have to hide? Stalling”,https://twitter.com/realDonaldTrump/status/982724858743328777
U.S. Department of Justice,,“Not looking good!”,https://twitter.com/realDonaldTrump/status/982724858743328777
ABC News,,“Fake News”,https://twitter.com/realDonaldTrump/status/981117684489379840
ABC News,,"“knowingly have a sick and biased AGENDA, ‘Fakers’”",https://twitter.com/realDonaldTrump/status/981117684489379840
ABC News,,“worried about the competition and quality of Sinclair Broadcast”,https://twitter.com/realDonaldTrump/status/981117684489379840
ABC News,,“have done so much dishonest reporting that they should only be allowed to get awards for fiction!”,https://twitter.com/realDonaldTrump/status/981117684489379840
Amazon,Online retailer,"“Only fools, or worse, are saying that our money losing Post Office makes money with Amazon”",https://twitter.com/realDonaldTrump/status/980800783313702918
Amazon,Online retailer,“not a level playing field!”,https://twitter.com/realDonaldTrump/status/980800783313702918
Amazon,Online retailer,“costing the United States Post Office massive amounts of money”,https://twitter.com/realDonaldTrump/status/981168344924536832
Catch and Release,Policy in which undocumented immigrants are released from detention while awaiting a court hearing,“ridiculous”,https://twitter.com/realDonaldTrump/status/980443810529533952
Catch and Release,Policy in which undocumented immigrants are released from detention while awaiting a court hearing,“liberal”,https://twitter.com/realDonaldTrump/status/980443810529533952
CBS,,“Fake News”,https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,"“knowingly have a sick and biased AGENDA, ‘Fakers’”",https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,“worried about the competition and quality of Sinclair Broadcast”,https://twitter.com/realDonaldTrump/status/981117684489379840
CBS,,“have done so much dishonest reporting that they should only be allowed to get awards for fiction!”,https://twitter.com/realDonaldTrump/status/981117684489379840
CNN,,“Sinclair is far superior to CNN”,https://twitter.com/realDonaldTrump/status/980799183425802240
CNN,,“Fake News”,https://twitter.com/realDonaldTrump/status/981117684489379840
CNN,,"“knowingly have a sick and biased AGENDA, ‘Fakers’”",https://twitter.com/realDonaldTrump/status/981117684489379840
CNN,,“worried about the competition and quality of Sinclair Broadcast”,https://twitter.com/realDonaldTrump/status/981117684489379840
CNN,,“have done so much dishonest reporting that they should only be allowed to get awards for fiction!”,https://twitter.com/realDonaldTrump/status/981117684489379840
CNN,,“you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-Trump”,https://twitter.com/realDonaldTrump/status/981123772169191424
CNN,,“get back to honest reporting!”,https://twitter.com/realDonaldTrump/status/981123772169191424
Democrats,,“weak”,https://twitter.com/realDonaldTrump/status/980764358530789380
Democrats,,“DACA is dead because the Democrats didn’t care”,https://twitter.com/realDonaldTrump/status/980766121983987712
Democrats,,"“Democrats want No Borders, hence drugs and crime!”",https://twitter.com/realDonaldTrump/status/980766121983987712
Democrats,,"“Democrats allow open borders, drugs and crime!”",https://twitter.com/realDonaldTrump/status/980961086546632705
Democrats,,“obstruction and delay”,https://twitter.com/realDonaldTrump/status/980964100502118400
Democrats,,“Disgraceful!”,https://twitter.com/realDonaldTrump/status/980964100502118400
Democrats,,“they want people to pour into our country unchecked”,https://twitter.com/realDonaldTrump/status/981491439233355776
Democrats,,“a disaster”,https://twitter.com/realDonaldTrump/status/982682227581636608
F.B.I.,,"“slow walking, or even not giving, the unredacted documents requested by Congress”",https://twitter.com/realDonaldTrump/status/980806557846863872
F.B.I.,,“An embarrassment to our country!”,https://twitter.com/realDonaldTrump/status/980806557846863872
F.B.I.,,“What does the Department of Justice and FBI have to hide? Stalling”,https://twitter.com/realDonaldTrump/status/982724858743328777
F.B.I.,,“Not looking good!”,https://twitter.com/realDonaldTrump/status/982724858743328777
The “mainstream” media,,“Fake News”,https://twitter.com/realDonaldTrump/status/980799183425802240
The “mainstream” media,,“among the most dishonest groups of people I have ever dealt with”,https://twitter.com/realDonaldTrump/status/980799183425802240
The “mainstream” media,,“Fake News”,https://twitter.com/realDonaldTrump/status/982268230306709509
The “mainstream” media,,“dishonest and corrupt!”,https://twitter.com/realDonaldTrump/status/982268230306709509
Mexico,,"“doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border”",https://twitter.com/realDonaldTrump/status/980451155548491777
Mexico,,"“They must stop the big drug and people flows, or I will stop their cash cow, NAFTA”",https://twitter.com/realDonaldTrump/status/980451155548491777
MSNBC,,“Fake”,https://twitter.com/realDonaldTrump/status/980799183425802240
MSNBC,,“a total joke”,https://twitter.com/realDonaldTrump/status/980799183425802240
NBC,,“Fake News”,https://twitter.com/realDonaldTrump/status/981117684489379840
NBC,,"“knowingly have a sick and biased AGENDA, ‘Fakers’”",https://twitter.com/realDonaldTrump/status/981117684489379840
NBC,,“worried about the competition and quality of Sinclair Broadcast”,https://twitter.com/realDonaldTrump/status/981117684489379840
NBC,,“have done so much dishonest reporting that they should only be allowed to get awards for fiction!”,https://twitter.com/realDonaldTrump/status/981117684489379840
Barack Obama,,“Cheatin’ Obama”,https://twitter.com/realDonaldTrump/status/981126375716409344
United States,,“has no effective border laws”,https://twitter.com/realDonaldTrump/status/980762392303980544
U.S. immigration policies,,“an Obama joke”,https://twitter.com/realDonaldTrump/status/980958298445885446
U.S. immigration policies,,“WEAK”,https://twitter.com/realDonaldTrump/status/980961086546632705
U.S. immigration policies,,“very weak”,https://twitter.com/realDonaldTrump/status/981491439233355776
The U.S. Postal Service,,“money losing”,https://twitter.com/realDonaldTrump/status/980800783313702918
The U.S. Postal Service,,“Delivery Boy”,https://twitter.com/realDonaldTrump/status/981168344924536832
The U.S. Postal Service,,“leaders don’t have a clue (or do they?)!”,https://twitter.com/realDonaldTrump/status/981168344924536832
U.S. Trade Representatives,,"“foolish, or incompetent, people”",https://twitter.com/realDonaldTrump/status/981492087328792577
The Washington Post,,“Fake News”,https://twitter.com/realDonaldTrump/status/981881669593559040
The Washington Post,,"“Amazon’s ‘chief lobbyist,’ phony headlines”",https://twitter.com/realDonaldTrump/status/981881669593559040
The Washington Post,,“bad reporting!”,https://twitter.com/realDonaldTrump/status/981881669593559040
The World Trade Organization,,“unfair to U.S.”,https://twitter.com/realDonaldTrump/status/982264844136017921
Jeff Zucker,"President, CNN",“Little Jeff Zuker”,https://twitter.com/realDonaldTrump/status/981123772169191424
Jeff Zucker,"President, CNN",“job is in jeopardy”,https://twitter.com/realDonaldTrump/status/981123772169191424
Jeff Zucker,"President, CNN",“not having much fun lately”,https://twitter.com/realDonaldTrump/status/981123772169191424
Amazon,Online retailer,“use our Postal System as their Delivery Boy”,https://twitter.com/realDonaldTrump/status/979326715272065024
The “mainstream” media,,“So much Fake News”,https://twitter.com/realDonaldTrump/status/978249938743234560
The “mainstream” media,,“Never been more voluminous or more inaccurate”,https://twitter.com/realDonaldTrump/status/978249938743234560
The New York Times,,“Failing N.Y. Times”,https://twitter.com/realDonaldTrump/status/980063581592047617
"Washington, D.C.",,“spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state of total disrepair”,https://twitter.com/realDonaldTrump/status/979449770640015361
The Washington Post,,“the Fake Washington Post”,https://twitter.com/realDonaldTrump/status/980065419632566272
The Washington Post,,“used as a ‘lobbyist’”,https://twitter.com/realDonaldTrump/status/980065419632566272
Joseph R. Biden Jr.,Vice president of the United States,“Crazy Joe”,https://twitter.com/realDonaldTrump/status/976765417908776963
Joseph R. Biden Jr.,Vice president of the United States,“trying to act like a tough guy”,https://twitter.com/realDonaldTrump/status/976765417908776963
Joseph R. Biden Jr.,Vice president of the United States,"“Actually, he is weak, both mentally and physically”",https://twitter.com/realDonaldTrump/status/976765417908776963
Joseph R. Biden Jr.,Vice president of the United States,"“He doesn't know me, but he would go down fast and hard, crying all the way”",https://twitter.com/realDonaldTrump/status/976765417908776963
Joseph R. Biden Jr.,Vice president of the United States,“Don't threaten people Joe!”,https://twitter.com/realDonaldTrump/status/976765417908776963
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/975163071361683456
Hillary Clinton,,“Crooked Hillary”,https://twitter.com/realDonaldTrump/status/975350027169206273
James Comey,Former F.B.I. director,"“Wow, watch Comey lie under oath”",https://twitter.com/realDonaldTrump/status/975341676297445377
James Comey,Former F.B.I. director,“He lied as shown clearly on @foxandfriends”,https://twitter.com/realDonaldTrump/status/975341676297445377
James Comey,Former F.B.I. director,“lying James Comey”,https://twitter.com/realDonaldTrump/status/975346628113596417
Democrats,,“refused to take care of DACA”,https://twitter.com/realDonaldTrump/status/976655903729610752
