"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"john mccain","r","male","w","politician",NA,"Chairman of the [[Senate Indian Affairs Committee]]",NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,"{{flag|United States Navy}}",NA,NA,"Chairman of the [[Senate Indian Affairs Committee]]","{{Dodseal|USNO6|25}} [[Captain (United States O-6)|Captain]]","[[Arizona]]",NA,"https://upload.wikimedia.org/wikipedia/commons/e/e8/Reagans_with_John_McCain_1987.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2b/Secretary_Kerry_and_Senator_McCain_Chat_With_Members_of_the_Saudi_Royal_Family.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Senator_McCain_Visits_Batumi_2010.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/President_Barack_Obama_and_Senator_John_McCain_press_conference.jpg"
"john paul stevens","r","male","w","govt",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,"{{Naval|United States|navy-1864}}",NA,"[[Associate Justice of the Supreme Court of the United States]]",NA,"{{Dodseal|USNO4|25}} [[Lieutenant commander (United States)|Lieutenant commander]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e3/US_Supreme_Court_Justice_John_Paul_Stevens_-_1976_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/John_G._Roberts.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/John_Paul_Stevens_Signature.svg","https://upload.wikimedia.org/wikipedia/commons/3/3b/John_Paul_Stevens%2C_SCOTUS_photo_portrait.jpg"
"john sununu","r","male","w","politician",NA,"[[List of Governors of New Hampshire|75th]] [[Governor of New Hampshire]]",NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"Chair of the [[New Hampshire Republican Party]]","[[List of Governors of New Hampshire|75th]] [[Governor of New Hampshire]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b3/GovJohnSununu1.jpg",NA,NA,NA
"josh hawley","r","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e7/Hawley_at_Jackson_Egg_Farm_%28cropped%29.jpg",NA,NA,NA
"josh kraushaar","r","male","w","media",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg","https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg","https://upload.wikimedia.org/wikipedia/en/6/69/P_vip.svg","https://upload.wikimedia.org/wikipedia/commons/9/92/Sarah_Palin_Sean_Parnell_cropped.jpg"
"joy villa","r","female","b","celeb","Singer, songwriter",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/commons/archive/f/fa/20061124173847%21Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/commons/archive/f/fa/20060331133337%21Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/commons/archive/f/fa/20060331122228%21Wikiquote-logo.svg"
"karen handel","r","female","w","rep",NA,NA,"F","rep","GA",6,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Georgia (U.S. state)|Georgia]]",NA,"https://upload.wikimedia.org/wikipedia/commons/1/17/Karen_C._Handel.jpg","https://upload.wikimedia.org/wikipedia/commons/d/dd/Karen-Handel-PDK-Airshow-2017-06-10.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Handel.jpeg",NA
"karen pence","r","female","w","X",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"[[Second Lady of the United States]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/91/Karen_Pence_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/9/98/Mike_and_Karen_Pence_Gold_Star_Wives_06.jpg",NA,NA
"karl rove","r","male","w","govt",NA,"[[List of Chairpersons of the College Republicans|National Chairman]] of the [[College Republican National Committee]]",NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"[[White House Deputy Chief of Staff|White House Deputy Chief of Staff for Policy]]","[[List of Chairpersons of the College Republicans|National Chairman]] of the [[College Republican National Committee]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/ac/RoveBush.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Karl_Rove.jpg",NA,NA
"katie arrington","r","female","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA
"keith rothfus","r","male","w","rep",NA,NA,"M","rep","PA",12,"[[Republican Party (United States)|Republican Party]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Pennsylvania]]",NA,"https://upload.wikimedia.org/wikipedia/commons/e/ea/Keith_Rothfus.png","https://upload.wikimedia.org/wikipedia/commons/0/0f/Keith_Rothfus%2C_Official_Portrait%2C_113th_Congress.jpg",NA,NA
"kelli ward","r","female","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Kelli_Ward_by_Gage_Skidmore_2.jpg",NA,NA,NA
"ken buck","r","male","w","rep",NA,NA,"M","rep","CO",4,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Colorado]]",NA,"https://upload.wikimedia.org/wikipedia/commons/6/6e/Ken_Buck_official_congressional_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c9/Ken_Buck_%2832339092623%29.jpg",NA,NA
"ken paxton","r","male","w","govt",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"51st [[Texas Attorney General|Attorney General of Texas]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/13/Ken_Paxton_Official_Portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Sen._Ken_Paxton_announces_run_for_Attorney_General_%289421010715%29.jpg",NA,NA
"kenneth mapp","r","male","b","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] {{small|(before 2000)}} <br>[[Independent politician|Independent]] {{small|(2000–present)}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/98/Kenneth_Ezra_Mapp.png",NA,NA,NA
"kevin brady","r","male","w","rep",NA,NA,"M","rep","TX",8,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,"Chair of the [[United States House Committee on Ways and Means|House Ways and Means Committee]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/19/Kevin_Brady_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/KevinBradyCongressionalBaseballGameNationalsParkWashingtonDC15June2017.jpg",NA,NA
"kevin cramer","r","male","w","rep",NA,NA,"M","rep","ND",0,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[North Dakota]]",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c9/Kevin_Cramer_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d2/Kevin_Cramer%2C_official_portrait%2C_113th_Congress.jpg",NA,NA
"kevin mccarthy","r","male","w","rep",NA,"[[Party leaders of the United States House of Representatives|House Republican Chief Deputy Whip]]","M","rep","CA",23,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,"[[Party leaders of the United States House of Representatives|House Majority Leader]]","[[Party leaders of the United States House of Representatives|House Republican Chief Deputy Whip]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/d/de/KMcCarthy.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/House_Maj._Leader_Kevin_McCarthy_official_photo.jpg",NA,NA
"kevin yoder","r","male","w","rep",NA,NA,"M","rep","KS",3,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,"Member of the <br>[[U.S. House of Representatives]]<br>from [[Kansas]]'s [[Kansas's 3rd congressional district|3rd]] district",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/99/Kevin_Yoder%2C_115th_official_photo.jpg",NA,NA,NA
"lara trump","r","female","w","family","{{flatlist|
*Television host
*television producer
*campaign spokesperson}}",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/75/Trump_Family_Hand_Up.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Donald_Trump_official_portrait_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Donald_Trump_official_portrait_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/69/Lara_Trump_170119-A-DR853-615.jpg"
"laura ingraham","r","female","w","news",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/63/Laura_Ingraham_2016_RNC_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Laura-in-2012.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Laura_Ingraham_Feb_2018.jpg",NA
"lee greenwood","r","male","w","celeb",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"Member of the [[National Council on the Arts]]",NA,NA,"[[Tennessee]]",NA,"https://upload.wikimedia.org/wikipedia/commons/6/6a/Lee_Greenwood_by_Gage_Skidmore.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/President_George_H._W._Bush_greets_Lee_Greenwood_in_the_Oval_Office.jpg","https://upload.wikimedia.org/wikipedia/commons/0/07/Lee_Greenwood.jpg",NA
"linda mcmahon","r","female","w","trump",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"25th [[Administrator of the Small Business Administration]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/41/Linda_McMahon_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Linda_McMahon_by_Gage_Skidmore.jpg",NA,NA
"lindsey graham","r","female","w","sen",NA,NA,"M","sen","SC",NA,"[[Republican Party (United States)|Republican]]",2,"Republican","{{air force|United States}}",NA,NA,NA,"[[File:US-O6 insignia.svg|19px]] [[Colonel (United States)|Colonel]]","[[South Carolina]]",NA,"https://upload.wikimedia.org/wikipedia/commons/e/ec/Lt._Gen._Jack_Rives_pins_Col._Lindsey_Graham.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Lindsey_Graham%2C_official_Senate_photo_portrait%2C_2006.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/John_McCain_and_Lindsey_Graham_Al-Faw_Palace_Iraq.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/U.S._Secretary_of_Defense_Ash_Carter_and_Senators_Joni_Ernst%2C_Daniel_Sullivan%2C_John_McCain%2C_Tom_Cotton%2C_Lindsey_Graham%2C_and_Cory_Gardner_attending_the_2016_International_Institute_for_Strategic_Studies_Asia_Security_Summit_in_Singapore.jpg"
"lisa murkowski","r","female","w","sen",NA,"[[Republican Conference Vice-Chair of the United States Senate|Vice Chair of the Senate Republican Conference]]","F","sen","AK",NA,"[[Republican Party (United States)|Republican]]",3,"Republican",NA,NA,NA,"[[Republican Conference Vice-Chair of the United States Senate|Vice Chair of the Senate Republican Conference]]",NA,"[[Alaska]]",NA,"https://upload.wikimedia.org/wikipedia/commons/0/0d/Lisa_Murkowski_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a7/Lisa_Murkowski_1_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/60/LisaMurkowskiSignature.png",NA
"lou barletta","r","female","w","rep",NA,NA,"M","rep","PA",11,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Pennsylvania]]",NA,"https://upload.wikimedia.org/wikipedia/commons/e/e1/Lou_Barletta.jpg",NA,NA,NA
"lou dobbs","r","female","w","news","Talk radio host, news anchor, managing editor",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] until 2001 
Independent (2001–present)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f1/Lou_Dobbs_by_Gage_Skidmore.jpg",NA,NA,NA
"luther strange","r","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,"[[Alabama]]",NA,"https://upload.wikimedia.org/wikipedia/commons/1/12/Luther_Strange_taking_oath_of_office_16586947_1118929021549467_4020934516458632943_o.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c5/Luther_Strange_signature.png","https://upload.wikimedia.org/wikipedia/commons/5/52/Luther_Strange_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Luther_Strange_for_Alabama_Attorney_General.JPG"
"lynn jenkins","r","female","w","rep",NA,"37th [[Kansas State Treasurer|Treasurer of Kansas]]","F","rep","KS",2,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,"[[Republican Conference Vice-Chairman of the United States House of Representatives|Vice Chair of the House Republican Conference]]","37th [[Kansas State Treasurer|Treasurer of Kansas]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4c/Lynn_Jenkins_115th_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Lynn_Jenkins%2C_official_portrait%2C_113th_Congress.jpg",NA,NA
"marc thiessen","r","male","w","govt",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"White House Director of Speechwriting",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b5/Marc_Thiessen_in_2007.jpg",NA,NA,NA
"marco rubio","r","male","w","sen",NA,NA,"M","sen","FL",NA,"[[Republican Party (United States)|Republican]]",3,"Republican",NA,NA,NA,NA,NA,"[[Florida]]",NA,"https://upload.wikimedia.org/wikipedia/commons/5/5d/Speaker_Rubio_standing_with_Dem_leader.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Taiwanese_President_Tsai_Ing-wen_meet_with_U.S._Senator_Marco_Rubio_in_Miami%2C_Florida_in_June_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/8/83/Senator_Marco_Rubio_-_Welcome_Message-wVvDxxLxCTM.ogv","https://upload.wikimedia.org/wikipedia/commons/e/eb/Senator_Rubio_official_portrait.jpg"
"mark meadows","r","male","w","rep",NA,NA,"M","rep","NC",11,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[North Carolina]]",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2d/Mark_Meadows%2C_Official_Portrait%2C_113th_Congress.jpg",NA,NA,NA
"mark sanford","r","male","w","rep",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,"{{air force|United States}}",NA,NA,NA,"[[File:US-O3 insignia.svg|15px]] [[Captain (United States)|Captain]]","[[South Carolina]]",NA,"https://upload.wikimedia.org/wikipedia/commons/2/24/Mark_Sanford.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Mark_Sanford%2C_Official_Portrait%2C_113th_Congress.jpg","https://upload.wikimedia.org/wikipedia/commons/0/01/Mark_Sanford_signature.svg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Mark_Sanford%2C_Congressional_photo.jpg"
"marsha blackburn","r","female","w","rep",NA,"Executive Director of the Tennessee Film, Entertainment, and Music Commission","F","rep","TN",7,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,"Executive Director of the Tennessee Film, Entertainment, and Music Commission",NA,"[[Tennessee]]",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c5/Marsha_blackburn_congress.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/Marsha_blackburn.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8d/Marsha_Blackburn_Official.jpg",NA
"martha mcsally","r","female","w","rep",NA,NA,"F","rep","AZ",2,"[[Republican Party (United States)|Republican]]",NA,"Republican","{{air force|United States}}",NA,NA,NA,"[[Colonel (United States)|Colonel]]","[[Arizona]]",NA,"https://upload.wikimedia.org/wikipedia/commons/7/70/Martha_McSally_%2825784950288%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Jan_Brewer_%26_Martha_McSally.jpg","https://upload.wikimedia.org/wikipedia/commons/0/07/McSally_A-10.jpg",NA
"martha roby","r","female","w","rep",NA,NA,"F","rep","AL",2,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Alabama]]",NA,"https://upload.wikimedia.org/wikipedia/commons/f/fc/Martha_roby_113_congressional_portrait.jpg",NA,NA,NA
"mary katharine ham","r","female","w","news","Journalist",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4e/Mary_Katharine_Ham_CPAC_2014_portrait_cropped.jpg",NA,NA,NA
"matt bevin","r","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,"{{flag|United States Army}}",NA,NA,NA,"[[File:Army-USA-OF-02.svg|border|30px]] [[Captain (United States O-3)|Captain]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Matt_Bevin_Mary_Fallin_Dennis_Daugaard_Berlin_2017-03-22.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Matt_Bevin_%2833105901535%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/MattBevinSignature.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9a/Matt-Bevin-AARP.jpg"
"matt gaetz","r","male","w","rep",NA,NA,"M","rep","FL",1,"[[Republican Party (United States)|Republican]]",NA,"Republican",NA,NA,NA,NA,NA,"[[Florida]]",NA,"https://upload.wikimedia.org/wikipedia/commons/6/6b/Matt_Gaetz_at_US_98_Interchange_Completion.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e5/Matt_Gaetz.png",NA,NA
"matt schlapp","r","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/dc/Matt_Schlapp_by_Gage_Skidmore.jpg",NA,NA,NA
"meghan mccain","r","female","w","X","{{hlist|Television host|author}}",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] (2008–present) <br />[[Independent politician|Independent]] (before 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/ff/McCain_family_at_christening_of_USS_John_S._McCain_%28DDG-56%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/John_McCain_official_portrait_2009.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Meghan_McCain_%28DIG14327-131%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0a/MeghanMcCain.jpg"
"melania trump","r","female","w","family",NA,NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,"[[First Lady of the United States]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/82/Melania_Trump_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a1/Melania_Knauss-Trump_signature.svg","https://upload.wikimedia.org/wikipedia/commons/5/53/Donald_Trump_official_portrait_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/Trump_Family_Hand_Up.jpg"
"michael caputo","r","male","w","X","Republican political strategist and media consultant",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg","https://upload.wikimedia.org/wikipedia/en/0/01/A_coloured_voting_box.svg","https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg",NA
"michael cohen","r","male","w","trump","Lawyer",NA,NA,NA,NA,NA,"[[Republican Party (United States)|Republican]] (2002–2004; 2017–present)<br />[[Democratic Party (United States)|Democratic]] (before 2002; 2004–2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/45/Cohen-v-US-Govt-Opposition-to-TRO-Request.pdf","https://upload.wikimedia.org/wikipedia/commons/7/78/Michael_Cohen_headshot.jpg",NA,NA
