"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"najib abdul razak",NA,"male","w","foreign leader",NA,"[[Minister of Finance (Malaysia)|Minister of Finance]]",NA,NA,NA,NA,"[[United Malays National Organisation|UMNO]] - [[Barisan Nasional|BN]] (1976–)",NA,NA,NA,NA,"Prime Minister of Malaysia","[[Minister of Finance (Malaysia)|Minister of Finance]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/00/SBY_dan_Najib_Razak_18-12-2013.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a1/Secretary_Clinton_with_Malaysia%27s_Prime_Minister_Najib_Razak_%287960926646%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Secretary_Kerry_with_Malaysia%27s_Prime_Minister_Najib_%2810206153704%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1c/Najib_Razak_%28cropped%29.jpg"
"narendra modi",NA,"male","i","foreign leader",NA,"[[Member of Parliament, Lok Sabha|Member of the Lok Sabha]]<br />for [[Varanasi (Lok Sabha constituency)|Varanasi]]",NA,NA,NA,NA,"[[Bharatiya Janata Party]]",NA,NA,NA,NA,"14th [[Prime Minister of India]]","[[Member of Parliament, Lok Sabha|Member of the Lok Sabha]]<br />for [[Varanasi (Lok Sabha constituency)|Varanasi]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/80/Signature_of_Narendra_Modi_%28Hindi%29.svg","https://upload.wikimedia.org/wikipedia/commons/9/90/PM_Modi_2015.jpg","https://upload.wikimedia.org/wikipedia/commons/0/04/Narendra_Modi_visit_to_Israel%2C_July_2017_%288563%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Narendra_Modi_launches_Make_in_India.jpg"
"neil gorsuch",NA,"male","w","trump",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Associate Justice of the Supreme Court of the United States]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/98/Gorsuch_swearing_in_first_ceremony.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Prior_to_Gorsuch_swearing-in.jpg","https://upload.wikimedia.org/wikipedia/commons/5/57/Neil_Gorsuch_10th_Circuit.jpg","https://upload.wikimedia.org/wikipedia/commons/9/97/Associate_Justice_Neil_Gorsuch_Official_Portrait.jpg"
"neil irwin",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"neil young",NA,"male","w","celeb","Musician, singer-songwriter, producer, director, screenwriter, humanitarian, entrepreneur, inventor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fd/Neil_Young_in_Austin%2C_1976.jpg","https://upload.wikimedia.org/wikipedia/commons/3/35/Neil_Young-early_promo.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Neil_Young%2C_Heart_of_Gold.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Neil_Young_1996.jpg"
"otto warmbier",NA,"male","w","citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/4/40/OttoWarmbier.jpg","https://upload.wikimedia.org/wikipedia/commons/9/92/Pences_at_Cheonan_memorial_with_North_Korean_defectors_and_Fred_Warmbier.png","https://upload.wikimedia.org/wikipedia/commons/9/95/Fred_and_Cindy_Warmbier.jpg",NA
"paolo gentiloni",NA,"male","w","foreign leader",NA,"[[Ministry of Communications (Italy)|Minister of Communications]]",NA,NA,NA,NA,"{{nowrap|[[Democracy is Freedom – The Daisy|The Daisy]] |small|(2002–2007)|<br>[[Democratic Party (Italy)|Democratic Party]] |small|(2007–present)}} {{small|(2002–2007)}} <br>[[Democratic Party (Italy)|Democratic Party]] {{small|(2007–present)}}",NA,NA,NA,NA,"57th [[Prime Minister of Italy]]","[[Ministry of Communications (Italy)|Minister of Communications]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d3/Paolo_Gentiloni_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Vladimir_Putin_with_Paolo_Gentiloni_%282017-05-17%29_03.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/G7_Taormina_Paolo_Gentiloni_Emmanuel_Macron_handshake_2017-05-26_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/92/Paolo_Gentiloni_and_Donald_Trump.jpg"
"paul",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paul kagame",NA,"male","b","foreign leader",NA,"[[Vice President of Rwanda]]",NA,NA,NA,NA,"[[Rwandan Patriotic Front]]",NA,NA,NA,"Rwandan","4th [[List of Presidents of Rwanda|President of Rwanda]]","[[Vice President of Rwanda]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8f/Paul_Kagame_MSC_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Paul_Kagame_2014.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4e/Paul_Kagame_with_Obamas_Cropped.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Kabila_mbeki_bush_kagame_Cropped.jpg"
"paul singer",NA,"male","w","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paulina vega",NA,"female","h","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fb/Paulina_Vega_en_la_XXXVI_versi%C3%B3n_de_la_Caminata_de_la_Solidaridad_por_Colombia_.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Paulina_Vega_Colombia_Moda.jpg",NA,NA
"pavlo klimkin",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Independent politician|Independent]]",NA,NA,NA,NA,"[[Ministry of Foreign Affairs (Ukraine)|Minister of Foreign Affairs]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/48/Pavlo_Klimkin_by_Tasnimnews_03.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/FM_Zarif_meets_with_Ukrainian_Foreign_Minister_Pavlo_Klimkin_02.jpg",NA,NA
"peggy",NA,"female",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peggy whitson",NA,"female","w","citizen","[[Biochemistry|Biochemist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/1e/Whitson_greets_Melroy.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ae/ISS-50_EVA-1_%28e%29_Peggy_Whitson.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/ISS-05_Peggy_Whitson_works_near_the_Microgravity_Science_Glovebox.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/ISS-50_Peggy_Whitson_and_Thomas_Pesquet_inside_the_BEAM.jpg"
"peng liyuan",NA,"female","a","foreign leader","[[Singer]]",NA,NA,NA,NA,NA,"[[Communist Party of China]]",NA,NA,NA,"[[Nationality Law of the People's Republic of China|Chinese]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/ae/Peng_Liyuan_A.jpg",NA,NA,NA
"penn jillette",NA,"male","w","celeb","[[Magic (illusion)|Magician/illusionist]], writer, actor, inventor, [[juggling]], comedian, musician",NA,NA,NA,NA,NA,"[[Libertarian Party (United States)|Libertarian]]",NA,NA,NA,"[[Americans|American]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d8/Penn_Jillette_in_2007.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/TAM_2012_Day2-Keynote-Penn_%26_Teller-4_7-14-2012.JPG","https://upload.wikimedia.org/wikipedia/commons/b/be/Penn_Jillette_by_Gage_Skidmore.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Penn_Jillette.ogg"
"peter baker",NA,"male","w","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e9/Peter_Baker_2017.jpg",NA,NA,NA
"peter strzok",NA,"male","w","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4a/Strzok1.png",NA,NA,NA
"petro poroshenko",NA,NA,"w","foreign leader",NA,"9th [[Ministry of Foreign Affairs (Ukraine)|Minister of Foreign Affairs]]",NA,NA,NA,NA,"[[Social Democratic Party of Ukraine (united)|Social Democratic]]<br> {{small|(1990–2002)}} <br>[[Independent politician|Independent]]<br> {{small|(2000–2005; 2010–2014)}} <br>[[Our Ukraine–People's Self-Defense Bloc|Our Ukraine Bloc]]<br> {{small|(2001–2013)}} <br>[[Petro Poroshenko Bloc """"Solidarity""""|Petro Poroshenko Bloc]]<br> {{small|(2014–present)}}",NA,NA,"[[Soviet Army]]",NA,"[[List of Presidents of Ukraine|5th]] [[President of Ukraine]]","9th [[Ministry of Foreign Affairs (Ukraine)|Minister of Foreign Affairs]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/39/Petro_Poroshenko_addresses_Euromaidan.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Poroshenko-2014-en.png","https://upload.wikimedia.org/wikipedia/commons/b/b0/Petro_Poroshenko%27s_visit_to_Serbia_-_2018_%281530619141%29.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Petro_Poroshenko_%282005_%29.jpg"
"phil griffin",NA,"male","w","media","[[President]] of [[MSNBC]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pope francis",NA,"male","w","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Argentines|Argentine]] (with Vatican citizenship)",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b5/Francis_Inauguration_fc10.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/Franciscus_kotel.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/Canoniza%C3%A7%C3%A3o_de_Francisco_e_Jacinta_Marto_%2813_de_Maio_de_2017%29.png","https://upload.wikimedia.org/wikipedia/commons/b/b6/FirmaPapaFrancisco.svg"
"raimonds vējonis",NA,"male","w","foreign leader",NA,"Minister of Environmental Protection and Regional Development",NA,NA,NA,NA,"[[Latvian Green Party|Green Party]]",NA,NA,NA,NA,"9th [[President of Latvia]]","Minister of Environmental Protection and Regional Development",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d3/Flickr_-_Saeima_-_10.Saeimas_deput%C4%81ts_Raimonds_V%C4%93jonis.jpg",NA,NA,NA
"reuven rivlin",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Likud]]",NA,NA,NA,NA,"10th [[President of Israel]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4c/Reuven_Rivlin_Signiture.png","https://upload.wikimedia.org/wikipedia/commons/3/3b/Reuven_Rivlin%27s_visit_to_Los_Angeles%2C_November_2017_%288466%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Vladimir_Putin_with_Reuven_Rivlin_%282015-03-16%29_04.jpg","https://upload.wikimedia.org/wikipedia/commons/d/dd/Reuven_Rivlin_in_Jasmine_conference_with_Ofra_Strauss_Naftali_Bennett_and_Michal_Ansky.jpg"
"ricardo rossello",NA,"male","w","politician",NA,NA,NA,NA,NA,NA,"[[New Progressive Party of Puerto Rico|New Progressive]]",NA,NA,NA,NA,"12th [[Governor of Puerto Rico]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Ricardo_Rossello_%28cropped%29.jpg",NA,NA,NA
"rich lowry",NA,"male","w","news","Editor, columnist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Rich_Lowry_CPAC_2014_2.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e5/Rich_Lowry_CPAC_2014_1_Portrait.jpg",NA,NA
"rob goldman",NA,"male","w","business","Screenwriter, author, producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/98/Jane_Goldman_by_Gage_Skidmore.jpg",NA,NA,NA
"robert",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"robert de niro",NA,"male","w","celeb","Actor, producer, director",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/01/Robert_De_Niro_2011_Shankbone.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bf/Robert_De_Niro_2011_2.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c0/Robert_De_Niro_KVIFF_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/0/05/Robert_De_Niro_Cannes_2016_5.jpg"
"rodrigo duterte",NA,"male","h","foreign leader",NA,NA,NA,NA,NA,NA,"[[PDP–Laban]] (2001–present)",NA,NA,NA,NA,"[[List of Presidents of the Philippines|16th]] [[President of the Philippines]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/37/Rodrigo_Duterte_and_Laotian_President_Bounnhang_Vorachith_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Rodrigo_Duterte_and_children_at_inauguration_ceremony_6.30.16.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0e/President_Rodrigo_Roa_Duterte_at_the_Bilateral_Meeting_with_the_Republic_of_Korea%2C_Signing_of_Agreements_and_Official_Dinner.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Rodrigo_Duterte_showing_diagram_of_drug_trade_network_2_7.7.16.jpg"
"roger",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roger goodell",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[History of the NFL Commissioner|Commissioner]] of the [[National Football League]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/30/Roger_Goodell_%28cropped%29.jpg",NA,NA,NA
"roger stone",NA,"male","w","business",NA,NA,NA,NA,NA,NA,"{{plainlist|
*[[Republican Party (United States)|Republican]] (before 2012; 2015–present)
*[[Libertarian Party (United States)|Libertarian]] (2012–2015)}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a3/Roger_Stone_%2814122466154%29_%28cropped%29.jpg",NA,NA,NA
"ronda rousey",NA,"female","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6th dan black belt in [[Judo]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/83/Rousey_plane.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/Rousey_HOF_2018_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Rock_Rousey_WM31.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f6/Rousey%26Angle_WM34_crop.jpg"
"ronny jackson",NA,"male","w","trump",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{flag|United States Navy}}",NA,"[[Physician to the President]]",NA,"[[File:US Navy O7 infobox.svg|25px]] [[Rear admiral (United States)#Rear admiral (lower half)|Rear admiral (Lower half)]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c7/President_Barack_Obama_departs_Walter_Reed_National_Military_Medical_Center_with_Dr._Ronny_Jackson%2C_in_Bethesda%2C_MD.jpg","https://upload.wikimedia.org/wikipedia/commons/5/55/Ronny_L._Jackson.jpg",NA,NA
"roseanne barr",NA,"female","w","celeb","Actress, comedian, writer, producer, politician",NA,NA,NA,NA,NA,"[[Green Party of the United States|Green]] {{small|(2008–2012)}} <br>[[Peace and Freedom Party|Peace and Freedom]] {{small|(2012–2013)}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Roseanne_barr.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/Roseanne_Barr_in_2010.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Roseanne_Barr_at_the_1992_Emmy_Awards-cropped.jpg",NA
"rush limbaugh",NA,"male","w","news","Radio host, political commentator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d1/Limbaugh_Award_cropped.jpg",NA,NA,NA
"russell moore",NA,"male","w","X","President of the [[Ethics & Religious Liberty Commission]] of the [[Southern Baptist Convention]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd President of the <br>[[Ethics & Religious Liberty Commission]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9c/Russell_D._Moore_Preaching.jpg",NA,NA,NA
"ruth bader ginsburg",NA,"female","w","govt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Associate Justice of the Supreme Court of the United States|Associate Justice of the Supreme Court<br>of the United States]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/29/RB_Ginsburg_1977_%C2%A9Lynn_Gilbert.jpg","https://upload.wikimedia.org/wikipedia/commons/8/83/Photograph_of_President_William_J._Clinton_Attending_the_Swearing-In_of_Judge_Ruth_Bader_Ginsburg_as_Associate_Supreme_Court_Justice.jpg","https://upload.wikimedia.org/wikipedia/commons/2/26/Ruth_Bader_Ginsburg.jpg","https://upload.wikimedia.org/wikipedia/commons/f/ff/Ruth_Bader_Ginsburg%2C_SCOTUS_photo_portrait.jpg"
"ruth marcus",NA,"female","w","media","Journalist<br/>[[MSNBC]] Contributor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/36/Ruth_Marcus_2016.jpg",NA,NA,NA
"saad hariri",NA,"male","m","foreign leader",NA,"Leader of the [[Future Movement|Future Movement Party]]",NA,NA,NA,NA,"[[Future Movement]]",NA,NA,NA,NA,"[[List of Prime Ministers of Lebanon|33rd]] [[Prime Minister of Lebanon]]","Leader of the [[Future Movement|Future Movement Party]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b7/Secretary_Clinton_Visits_Rafic_Hariri_Gravesite_%28cropped_on_Hariri%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Hariri_in_April_2009.jpg",NA,NA
"sadiq khan",NA,"male","m","foreign leader",NA,"[[Minister for London|Shadow Minister for London]]",NA,NA,NA,NA,"[[Labour Party (UK)|Labour]]",NA,NA,NA,"British","3rd [[Mayor of London]]","[[Minister for London|Shadow Minister for London]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3e/Pride_in_London_2016_-_Matthew_Barzun%2C_Sadiq_Khan_and_senior_members_of_Pride_in_London.png","https://upload.wikimedia.org/wikipedia/commons/2/25/Rt_Hon_Sadiq_Khan_MP_at_Has_Labour_lost_the_plot_on_crime%3F.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Sadiq_Khan_November_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Sadiq_Khan%2C_September_2009_cropped.jpg"
"salena zito",NA,"female","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sally yates",NA,"female","w","govt",NA,"[[United States Attorney]] for the [[United States District Court for the Northern District of Georgia|Northern District of Georgia]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States Attorney General]]<br>Acting","[[United States Attorney]] for the [[United States District Court for the Northern District of Georgia|Northern District of Georgia]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fc/Sally_Q_Yates_testifying.png","https://upload.wikimedia.org/wikipedia/commons/b/b4/Sally_Q._Yates.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Sally_Yates_Questioned_by_Jeff_Sessions.webm","https://upload.wikimedia.org/wikipedia/commons/a/ad/Sally_Yates_Firing_Press_Release.png"
"salman of saudi arabia",NA,"male","m","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg","https://upload.wikimedia.org/wikipedia/commons/5/59/Royal_Standard_of_Saudi_Arabia.svg","https://upload.wikimedia.org/wikipedia/commons/9/99/Emblem_of_Saudi_Arabia.svg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Abdel_Fattah_el-Sisi%2C_King_Salman_of_Saudi_Arabia%2C_Melania_Trump%2C_and_Donald_Trump%2C_May_2017.jpg"
"samantha bee",NA,"female","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f8/Samantha_Bee_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c8/SamanthaBeeFeb2011.jpg",NA,NA
"samuel l. jackson",NA,"male","b","celeb","Actor, film producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/7e/Samuelljacksonnavy_cropped.jpg","https://upload.wikimedia.org/wikipedia/en/a/ad/Samuel_L._Jackson_%28handprints_and_signature_in_cement%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2e/Samuel%26ZoeJackson1SecondFilm.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Samuel_L._Jackson_Cannes.jpg"
"savannah hilton",NA,"female","w","celeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/f/f3/Savannah_Hilton_Head_International_Airport_logo.png",NA,NA,NA
"sayfullo saipov",NA,"male","m","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fd/National_Park_Service_9-11_Statue_of_Liberty_and_WTC_fire.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Installing_40th_Street_barrier_HRGW_jeh.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Samsung_Galaxy_S5_Vector.svg","https://upload.wikimedia.org/wikipedia/commons/1/11/Pier_40_Hudson_01.jpg"
"scott",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scott lamb",NA,"male","w","news","Lawyer",NA,NA,NA,NA,NA,"[[Conservative Party of Canada|Conservative]]",NA,NA,NA,NA,"President of the [[Conservative Party of Canada]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/c/cf/Flag_of_Canada.svg","https://upload.wikimedia.org/wikipedia/en/c/c2/Crystal_Clear_app_Login_Manager_2.png",NA,NA
"sean",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sean hannity",NA,"male","w","news","Radio host, television host, political commentator, author",NA,NA,NA,NA,NA,"[[Conservative Party of New York State|Conservative]]",NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/26/Interview_of_the_Vice_President_Dick_Cheney_by_Sean_Hannity.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Sean_Hannity_by_Gage_Skidmore_3.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Sean_Hannity_by_Gage_Skidmore_2.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Donald_Trump_%26_Sean_Hannity_%2816677778952%29.jpg"
"sean mcgarvey",NA,"male","w","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"815 16th Street, N.W. 6th Floor, Washington, D.C. 20006",NA,NA,NA,NA,NA,NA,NA,NA
"serge kovaleski",NA,"male","w","news","Investigative journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
"sergei lavrov",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[United Russia]]",NA,NA,NA,NA,"[[Minister of Foreign Affairs (Russia)|Minister of Foreign Affairs]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d8/President_Trump_Meets_with_Russian_Foreign_Minister_Sergey_Lavrov_%2833754471034%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7c/Vladimir_Putin_and_Sergey_Lavrov_Kremlin_21_May_2015.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Sergey_Lavrov_February_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/0/04/Signature_of_Sergey_Lavrov.png"
"sergio mattarella",NA,"male","w","foreign leader",NA,"[[Italian Minister of Defence|Minister of Defence]]",NA,NA,NA,NA,"[[Christian Democracy (Italy)|DC]] {{small|(Before 1994)}} <br>[[Italian People's Party (1994)|PPI]] {{small|(1994–2002)}} <br>[[Democracy is Freedom – The Daisy|DL]] {{small|(2002–2007)}} <br>[[Democratic Party (Italy)|PD]] {{small|(2007–2008)}} <br>[[Independent politician|Independent]] {{small|(2008–present)}}",NA,NA,NA,"Italian","12th [[President of Italy]]","[[Italian Minister of Defence|Minister of Defence]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/2b/Presidente_Sergio_Mattarella.jpg","https://upload.wikimedia.org/wikipedia/commons/7/73/Sergio_Mattarella_1994.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Sergio_Mattarella_and_Giuseppe_Conte.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Mattarella_firma.svg"
"seth meyers",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/00/Seth_Meyers_by_Gage_Skidmore.jpg",NA,NA,NA
"sharyl attkisson",NA,"female","w","news","Writer, journalist, television correspondent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/cd/AttkissonB52.jpg",NA,NA,NA
